,Team,Opponent,Year,Goals,OppGoals,Rating,OppRating,HF,HomeAway
2058,Aston Villa,Fulham,2011,1,0,1773.9713427335366,1776.0643330085356,55.00400113985912,1
2059,Fulham,Aston Villa,2011,0,1,1776.0643330085356,1773.9713427335366,55.00400113985912,-1
2060,Bolton Wanderers,Queens Park Rangers,2011,2,1,1678.1001604313183,1651.7277131709745,55.00400113985912,1
2061,Queens Park Rangers,Bolton Wanderers,2011,1,2,1651.7277131709745,1678.1001604313183,55.00400113985912,-1
2062,Chelsea,Stoke City,2011,1,0,1914.9083078858748,1743.8844563249488,55.00400113985912,1
2063,Stoke City,Chelsea,2011,0,1,1743.8844563249488,1914.9083078858748,55.00400113985912,-1
2064,Everton,Tottenham Hotspur,2011,1,0,1814.6854380463014,1878.348998586451,55.00400113985912,1
2065,Tottenham Hotspur,Everton,2011,0,1,1878.348998586451,1814.6854380463014,55.00400113985912,-1
2066,Sunderland,Liverpool,2011,1,0,1736.7724561165976,1849.8463638886917,55.00400113985912,1
2067,Liverpool,Sunderland,2011,0,1,1849.8463638886917,1736.7724561165976,55.00400113985912,-1
2068,Wolverhampton Wanderers,Blackburn Rovers,2011,0,2,1677.7544437109614,1708.5278198736787,55.00400113985912,1
2069,Blackburn Rovers,Wolverhampton Wanderers,2011,2,0,1708.5278198736787,1677.7544437109614,55.00400113985912,-1
2070,Swansea City,Manchester City,2011,1,0,1700.8462301573359,1924.4218034171556,55.00400113985912,1
2071,Manchester City,Swansea City,2011,0,1,1924.4218034171556,1700.8462301573359,55.00400113985912,-1
2072,Norwich City,Wigan Athletic,2011,1,1,1714.0348458390972,1679.8151228842883,55.00400113985912,1
2073,Wigan Athletic,Norwich City,2011,1,1,1679.8151228842883,1714.0348458390972,55.00400113985912,-1
2074,Manchester United,West Bromwich Albion,2011,2,0,2014.351531928499,1748.1429017566877,55.00400113985912,1
2075,West Bromwich Albion,Manchester United,2011,0,2,1748.1429017566877,2014.351531928499,55.00400113985912,-1
2076,Arsenal,Newcastle United,2011,2,1,1897.8247858806335,1792.901312670951,55.00400113985912,1
2077,Newcastle United,Arsenal,2011,1,2,1792.901312670951,1897.8247858806335,55.00400113985912,-1
2078,Liverpool,Everton,2011,3,0,1841.8053504048198,1821.7559525632248,55.00400113985912,1
2079,Everton,Liverpool,2011,0,3,1821.7559525632248,1841.8053504048198,55.00400113985912,-1
2080,Wigan Athletic,West Bromwich Albion,2011,1,1,1681.548785409334,1746.2666922717244,55.737278197984836,1
2081,West Bromwich Albion,Wigan Athletic,2011,1,1,1746.2666922717244,1681.548785409334,55.737278197984836,-1
2082,Fulham,Swansea City,2011,0,3,1770.2082679420794,1710.8518939648145,55.737278197984836,1
2083,Swansea City,Fulham,2011,3,0,1710.8518939648145,1770.2082679420794,55.737278197984836,-1
2084,Wolverhampton Wanderers,Manchester United,2011,0,5,1670.3754963186873,2016.2277414134624,55.737278197984836,1
2085,Manchester United,Wolverhampton Wanderers,2011,5,0,2016.2277414134624,1670.3754963186873,55.737278197984836,-1
2086,Newcastle United,Norwich City,2011,1,0,1788.9714202601742,1712.3011833140515,55.737278197984836,1
2087,Norwich City,Newcastle United,2011,0,1,1712.3011833140515,1788.9714202601742,55.737278197984836,-1
2088,Blackburn Rovers,Sunderland,2011,2,0,1715.9067672659528,1744.8134696004695,55.737278197984836,1
2089,Sunderland,Blackburn Rovers,2011,0,2,1744.8134696004695,1715.9067672659528,55.737278197984836,-1
2090,Everton,Arsenal,2011,0,1,1816.324833174621,1901.7546782914103,55.737278197984836,1
2091,Arsenal,Everton,2011,1,0,1901.7546782914103,1816.324833174621,55.737278197984836,-1
2092,Manchester City,Chelsea,2011,2,1,1914.416139609677,1917.860586792474,55.737278197984836,1
2093,Chelsea,Manchester City,2011,1,2,1917.860586792474,1914.416139609677,55.737278197984836,-1
2094,Queens Park Rangers,Liverpool,2011,3,2,1646.4159863228688,1847.2364697934236,55.737278197984836,1
2095,Liverpool,Queens Park Rangers,2011,2,3,1847.2364697934236,1646.4159863228688,55.737278197984836,-1
2096,Tottenham Hotspur,Stoke City,2011,1,1,1871.2784840695276,1740.9321774183497,55.737278197984836,1
2097,Stoke City,Tottenham Hotspur,2011,1,1,1740.9321774183497,1871.2784840695276,55.737278197984836,-1
2098,Swansea City,Everton,2011,0,2,1719.9556969685736,1810.0143636175146,55.368214543131465,1
2099,Everton,Swansea City,2011,2,0,1810.0143636175146,1719.9556969685736,55.368214543131465,-1
2100,Chelsea,Tottenham Hotspur,2011,0,0,1911.9925243921657,1867.9006240271642,55.368214543131465,1
2101,Tottenham Hotspur,Chelsea,2011,0,0,1867.9006240271642,1911.9925243921657,55.368214543131465,-1
2102,Norwich City,Wolverhampton Wanderers,2011,2,1,1707.9113364357972,1668.1897500031312,55.368214543131465,1
2103,Wolverhampton Wanderers,Norwich City,2011,1,2,1668.1897500031312,1707.9113364357972,55.368214543131465,-1
2104,Liverpool,Wigan Athletic,2011,1,2,1837.6136548894399,1681.727063175639,55.368214543131465,1
2105,Wigan Athletic,Liverpool,2011,2,1,1681.727063175639,1837.6136548894399,55.368214543131465,-1
2106,Sunderland,Queens Park Rangers,2011,3,1,1738.446547622944,1656.0388012268525,55.368214543131465,1
2107,Queens Park Rangers,Sunderland,2011,1,3,1656.0388012268525,1738.446547622944,55.368214543131465,-1
2108,Stoke City,Manchester City,2011,1,1,1744.3100374607131,1920.2842020099852,55.368214543131465,1
2109,Manchester City,Stoke City,2011,1,1,1920.2842020099852,1744.3100374607131,55.368214543131465,-1
2110,Bolton Wanderers,Blackburn Rovers,2011,2,1,1683.411887279424,1722.2736892434782,55.368214543131465,1
2111,Blackburn Rovers,Bolton Wanderers,2011,1,2,1722.2736892434782,1683.411887279424,55.368214543131465,-1
2112,Arsenal,Aston Villa,2011,3,0,1908.0651478485167,1779.827407799993,55.368214543131465,1
2113,Aston Villa,Arsenal,2011,0,3,1779.827407799993,1908.0651478485167,55.368214543131465,-1
2114,West Bromwich Albion,Newcastle United,2011,1,3,1746.0884145054195,1793.3612671384285,55.368214543131465,1
2115,Newcastle United,West Bromwich Albion,2011,3,1,1793.3612671384285,1746.0884145054195,55.368214543131465,-1
2116,Manchester United,Fulham,2011,1,0,2018.4134877290185,1761.1044649383202,55.368214543131465,1
2117,Fulham,Manchester United,2011,0,1,1761.1044649383202,2018.4134877290185,55.368214543131465,-1
2118,Manchester City,Sunderland,2011,3,3,1917.981243569423,1742.7444210582667,55.773166265918015,1
2119,Sunderland,Manchester City,2011,3,3,1742.7444210582667,1917.981243569423,55.773166265918015,-1
2120,Wolverhampton Wanderers,Bolton Wanderers,2011,2,3,1663.1334530746935,1689.9829935263042,55.773166265918015,1
2121,Bolton Wanderers,Wolverhampton Wanderers,2011,3,2,1689.9829935263042,1663.1334530746935,55.773166265918015,-1
2122,Queens Park Rangers,Arsenal,2011,2,1,1651.7409277915299,1911.623426627318,55.773166265918015,1
2123,Arsenal,Queens Park Rangers,2011,1,2,1911.623426627318,1651.7409277915299,55.773166265918015,-1
2124,Wigan Athletic,Stoke City,2011,2,0,1692.3698632118164,1746.6129959012753,55.773166265918015,1
2125,Stoke City,Wigan Athletic,2011,0,2,1746.6129959012753,1692.3698632118164,55.773166265918015,-1
2126,Aston Villa,Chelsea,2011,2,4,1776.2691290211917,1910.0699003345223,55.773166265918015,1
2127,Chelsea,Aston Villa,2011,4,2,1910.0699003345223,1776.2691290211917,55.773166265918015,-1
2128,Fulham,Norwich City,2011,2,1,1759.1471722410333,1712.9676333642349,55.773166265918015,1
2129,Norwich City,Fulham,2011,1,2,1712.9676333642349,1759.1471722410333,55.773166265918015,-1
2130,Everton,West Bromwich Albion,2011,2,0,1816.2264449581894,1739.0290960617624,55.773166265918015,1
2131,West Bromwich Albion,Everton,2011,0,2,1739.0290960617624,1816.2264449581894,55.773166265918015,-1
2132,Tottenham Hotspur,Swansea City,2011,3,1,1869.8232480848076,1713.7436156278989,55.773166265918015,1
2133,Swansea City,Tottenham Hotspur,2011,1,3,1713.7436156278989,1869.8232480848076,55.773166265918015,-1
2134,Newcastle United,Liverpool,2011,2,0,1800.4205855820856,1826.9708548532624,55.773166265918015,1
2135,Liverpool,Newcastle United,2011,0,2,1826.9708548532624,1800.4205855820856,55.773166265918015,-1
2136,Blackburn Rovers,Manchester United,2011,0,2,1715.702582996598,2020.3707804263054,55.773166265918015,1
2137,Manchester United,Blackburn Rovers,2011,2,0,2020.3707804263054,1715.702582996598,55.773166265918015,-1
2138,Swansea City,Newcastle United,2011,0,2,1710.5975683476688,1806.7403140854021,55.773166265918015,1
2139,Newcastle United,Swansea City,2011,2,0,1806.7403140854021,1710.5975683476688,55.773166265918015,-1
2140,West Bromwich Albion,Blackburn Rovers,2011,3,0,1734.6489438742603,1713.0442763826197,55.05019514700637,1
2141,Blackburn Rovers,West Bromwich Albion,2011,0,3,1713.0442763826197,1734.6489438742603,55.05019514700637,-1
2142,Liverpool,Aston Villa,2011,1,1,1820.6511263499458,1770.894288685831,55.05019514700637,1
2143,Aston Villa,Liverpool,2011,1,1,1770.894288685831,1820.6511263499458,55.05019514700637,-1
2144,Norwich City,Everton,2011,2,2,1708.037205990548,1820.6065971456915,55.05019514700637,1
2145,Everton,Norwich City,2011,2,2,1820.6065971456915,1708.037205990548,55.05019514700637,-1
2146,Chelsea,Wigan Athletic,2011,2,1,1915.444740669883,1699.2380911111638,55.05019514700637,1
2147,Wigan Athletic,Chelsea,2011,1,2,1699.2380911111638,1915.444740669883,55.05019514700637,-1
2148,Sunderland,Tottenham Hotspur,2011,0,0,1746.7567563813982,1872.9692953650376,55.05019514700637,1
2149,Tottenham Hotspur,Sunderland,2011,0,0,1872.9692953650376,1746.7567563813982,55.05019514700637,-1
2150,Stoke City,Wolverhampton Wanderers,2011,2,1,1739.744768001928,1655.6618669731574,55.05019514700637,1
2151,Wolverhampton Wanderers,Stoke City,2011,1,2,1655.6618669731574,1739.744768001928,55.05019514700637,-1
2152,Bolton Wanderers,Fulham,2011,0,3,1697.4545796278403,1764.0775996147202,55.05019514700637,1
2153,Fulham,Bolton Wanderers,2011,3,0,1764.0775996147202,1697.4545796278403,55.05019514700637,-1
2154,Manchester United,Queens Park Rangers,2011,2,0,2023.0290870402837,1662.2825272179834,55.05019514700637,1
2155,Queens Park Rangers,Manchester United,2011,0,2,1662.2825272179834,2023.0290870402837,55.05019514700637,-1
2156,Arsenal,Manchester City,2011,1,0,1901.0818272008644,1913.9689082462914,55.05019514700637,1
2157,Manchester City,Arsenal,2011,0,1,1913.9689082462914,1901.0818272008644,55.05019514700637,-1
2158,Everton,Sunderland,2011,4,0,1819.4748290993796,1748.150307773237,55.05019514700637,1
2159,Sunderland,Everton,2011,0,4,1748.150307773237,1819.4748290993796,55.05019514700637,-1
2160,Aston Villa,Stoke City,2011,1,1,1772.9144079081598,1744.0195583842162,55.05019514700637,1
2161,Stoke City,Aston Villa,2011,1,1,1744.0195583842162,1772.9144079081598,55.05019514700637,-1
2162,Fulham,Chelsea,2011,1,1,1770.7465047179046,1917.8376523303405,55.05019514700637,1
2163,Chelsea,Fulham,2011,1,1,1917.8376523303405,1770.7465047179046,55.05019514700637,-1
2164,Newcastle United,Bolton Wanderers,2011,2,0,1812.840939861049,1690.7856745246559,55.05019514700637,1
2165,Bolton Wanderers,Newcastle United,2011,0,2,1690.7856745246559,1812.840939861049,55.05019514700637,-1
2166,Tottenham Hotspur,Norwich City,2011,1,2,1871.5757439731988,1709.16897403686,55.05019514700637,1
2167,Norwich City,Tottenham Hotspur,2011,2,1,1709.16897403686,1871.5757439731988,55.05019514700637,-1
2168,Blackburn Rovers,Liverpool,2011,2,3,1707.6434864651508,1818.631007127617,55.05019514700637,1
2169,Liverpool,Blackburn Rovers,2011,3,2,1818.631007127617,1707.6434864651508,55.05019514700637,-1
2170,Manchester City,West Bromwich Albion,2011,4,0,1907.903396739483,1740.0497337917293,55.05019514700637,1
2171,West Bromwich Albion,Manchester City,2011,0,4,1740.0497337917293,1907.903396739483,55.05019514700637,-1
2172,Queens Park Rangers,Swansea City,2011,3,0,1661.1281379517848,1704.496942572022,55.05019514700637,1
2173,Swansea City,Queens Park Rangers,2011,0,3,1704.496942572022,1661.1281379517848,55.05019514700637,-1
2174,Wolverhampton Wanderers,Arsenal,2011,0,3,1651.3870765908691,1907.1473387076728,55.05019514700637,1
2175,Arsenal,Wolverhampton Wanderers,2011,3,0,1907.1473387076728,1651.3870765908691,55.05019514700637,-1
2176,Wigan Athletic,Manchester United,2011,1,0,1696.8451794507064,2024.1834763064824,55.05019514700637,1
2177,Manchester United,Wigan Athletic,2011,0,1,2024.1834763064824,1696.8451794507064,55.05019514700637,-1
2178,Swansea City,Blackburn Rovers,2011,3,0,1697.8301907138016,1701.8460602383761,55.77590476421494,1
2179,Blackburn Rovers,Swansea City,2011,0,3,1701.8460602383761,1697.8301907138016,55.77590476421494,-1
2180,Sunderland,Wolverhampton Wanderers,2011,0,0,1743.6558666563644,1648.0825362469939,55.77590476421494,1
2181,Wolverhampton Wanderers,Sunderland,2011,0,0,1648.0825362469939,1743.6558666563644,55.77590476421494,-1
2182,Norwich City,Manchester City,2011,1,6,1719.897803839614,1910.8976212803818,55.77590476421494,1
2183,Manchester City,Norwich City,2011,6,1,1910.8976212803818,1719.897803839614,55.77590476421494,-1
2184,West Bromwich Albion,Queens Park Rangers,2011,1,0,1737.0555092508305,1667.794889810005,55.77590476421494,1
2185,Queens Park Rangers,West Bromwich Albion,2011,0,1,1667.794889810005,1737.0555092508305,55.77590476421494,-1
2186,Manchester United,Aston Villa,2011,4,0,2012.767453683924,1771.2793070686967,55.77590476421494,1
2187,Aston Villa,Manchester United,2011,0,4,1771.2793070686967,2012.767453683924,55.77590476421494,-1
2188,Arsenal,Wigan Athletic,2011,1,2,1910.451879051548,1708.2612020732647,55.77590476421494,1
